city,date,wins
Oklahoma City Thunder,20180318,43
Oklahoma City Thunder,20180316,42
Oklahoma City Thunder,20180313,41
Oklahoma City Thunder,20180312,40
Oklahoma City Thunder,20180310,39
Oklahoma City Thunder,20180308,38
Oklahoma City Thunder,20180306,37
Oklahoma City Thunder,20180303,37
Oklahoma City Thunder,20180302,37
Oklahoma City Thunder,20180228,36
Oklahoma City Thunder,20180226,35
Oklahoma City Thunder,20180224,34
Oklahoma City Thunder,20180222,34
Oklahoma City Thunder,20180214,33
Oklahoma City Thunder,20180213,32
Oklahoma City Thunder,20180211,32
Oklahoma City Thunder,20180208,31
Oklahoma City Thunder,20180206,31
Oklahoma City Thunder,20180204,30
Oklahoma City Thunder,20180202,30
Oklahoma City Thunder,20180201,30
Oklahoma City Thunder,20180130,30
Oklahoma City Thunder,20180128,30
Oklahoma City Thunder,20180127,29
Oklahoma City Thunder,20180125,28
Oklahoma City Thunder,20180123,27
Oklahoma City Thunder,20180120,26
Oklahoma City Thunder,20180117,25
Oklahoma City Thunder,20180115,24
Oklahoma City Thunder,20180113,23
Oklahoma City Thunder,20180110,22
Oklahoma City Thunder,20180109,22
Oklahoma City Thunder,20180107,22
Oklahoma City Thunder,20180104,22
Oklahoma City Thunder,20180103,21
Oklahoma City Thunder,20171231,20
Oklahoma City Thunder,20171229,20
Oklahoma City Thunder,20171227,20
Oklahoma City Thunder,20171225,19
Oklahoma City Thunder,20171223,18
Oklahoma City Thunder,20171222,17
Oklahoma City Thunder,20171220,16
Oklahoma City Thunder,20171218,15
Oklahoma City Thunder,20171216,14
Oklahoma City Thunder,20171215,14
Oklahoma City Thunder,20171213,13
Oklahoma City Thunder,20171211,12
Oklahoma City Thunder,20171209,12
Oklahoma City Thunder,20171207,11
Oklahoma City Thunder,20171205,11
Oklahoma City Thunder,20171203,10
Oklahoma City Thunder,20171201,9
Oklahoma City Thunder,20171129,8
Oklahoma City Thunder,20171125,8
Oklahoma City Thunder,20171124,8
Oklahoma City Thunder,20171122,8
Oklahoma City Thunder,20171120,7
Oklahoma City Thunder,20171117,7
Oklahoma City Thunder,20171115,7
Oklahoma City Thunder,20171112,6
Oklahoma City Thunder,20171110,5
Oklahoma City Thunder,20171109,4
Oklahoma City Thunder,20171107,4
Oklahoma City Thunder,20171105,4
Oklahoma City Thunder,20171103,4
Oklahoma City Thunder,20171031,4
Oklahoma City Thunder,20171028,3
Oklahoma City Thunder,20171027,2
Oklahoma City Thunder,20171025,2
Oklahoma City Thunder,20171022,1
Oklahoma City Thunder,20171021,1
Oklahoma City Thunder,20171019,1
Orlando Magic,20180411,25
Orlando Magic,20180409,24
Orlando Magic,20180408,24
Orlando Magic,20180406,24
Orlando Magic,20180404,24
Orlando Magic,20180403,23
Orlando Magic,20180401,22
Orlando Magic,20180330,22
Orlando Magic,20180328,22
Orlando Magic,20180324,22
Orlando Magic,20180322,21
Orlando Magic,20180320,21
Orlando Magic,20180316,21
Orlando Magic,20180314,21
Orlando Magic,20180313,20
Orlando Magic,20180310,20
Orlando Magic,20180309,20
Orlando Magic,20180307,20
Orlando Magic,20180305,20
Orlando Magic,20180303,20
Orlando Magic,20180302,19
Orlando Magic,20180228,18
Orlando Magic,20180226,18
Orlando Magic,20180224,18
Orlando Magic,20180222,18
Orlando Magic,20180214,18
Orlando Magic,20180212,18
Orlando Magic,20180210,18
Orlando Magic,20180208,18
Orlando Magic,20180206,17
Orlando Magic,20180205,16
Orlando Magic,20180203,15
Orlando Magic,20180131,15
Orlando Magic,20180130,14
Orlando Magic,20180127,14
Orlando Magic,20180123,14
Orlando Magic,20180121,14
Orlando Magic,20180118,13
Orlando Magic,20180116,13
Orlando Magic,20180112,12
Orlando Magic,20180110,12
Orlando Magic,20180109,12
Orlando Magic,20180106,12
Orlando Magic,20180103,12
Orlando Magic,20180101,12
Orlando Magic,20171230,12
Orlando Magic,20171228,12
Orlando Magic,20171226,11
Orlando Magic,20171223,11
Orlando Magic,20171222,11
Orlando Magic,20171220,11
Orlando Magic,20171217,11
Orlando Magic,20171215,11
Orlando Magic,20171213,11
Orlando Magic,20171209,11
Orlando Magic,20171208,11
Orlando Magic,20171206,11
Orlando Magic,20171204,10
Orlando Magic,20171203,10
Orlando Magic,20171201,9
Orlando Magic,20171129,9
Orlando Magic,20171127,8
Orlando Magic,20171125,8
Orlando Magic,20171124,8
Orlando Magic,20171122,8
Orlando Magic,20171120,8
Orlando Magic,20171118,8
Orlando Magic,20171115,8
Orlando Magic,20171113,8
Orlando Magic,20171111,8
Orlando Magic,20171110,8
Orlando Magic,20171108,7
Orlando Magic,20171105,6
Orlando Magic,20171103,6
Orlando Magic,20171101,6
Orlando Magic,20171030,5
Orlando Magic,20171029,4
Orlando Magic,20171027,4
Orlando Magic,20171024,3
Orlando Magic,20171021,2
Orlando Magic,20171020,1
Orlando Magic,20171018,1
Philadelphia 76ers,20180411,52
Philadelphia 76ers,20180410,51
Philadelphia 76ers,20180408,50
Philadelphia 76ers,20180406,49
Philadelphia 76ers,20180404,48
Philadelphia 76ers,20180403,47
Philadelphia 76ers,20180401,46
Philadelphia 76ers,20180330,45
Philadelphia 76ers,20180328,44
Philadelphia 76ers,20180326,43
Philadelphia 76ers,20180324,42
Philadelphia 76ers,20180322,41
Philadelphia 76ers,20180321,40
Philadelphia 76ers,20180319,39
Philadelphia 76ers,20180316,38
Philadelphia 76ers,20180315,37
Philadelphia 76ers,20180313,36
Philadelphia 76ers,20180311,36
Philadelphia 76ers,20180308,35
Philadelphia 76ers,20180306,35
Philadelphia 76ers,20180304,34
Philadelphia 76ers,20180302,34
Philadelphia 76ers,20180301,33
Philadelphia 76ers,20180227,32
Philadelphia 76ers,20180225,32
Philadelphia 76ers,20180224,32
Philadelphia 76ers,20180222,31
Philadelphia 76ers,20180214,30
Philadelphia 76ers,20180212,29
Philadelphia 76ers,20180210,28
Philadelphia 76ers,20180209,27
Philadelphia 76ers,20180206,26
Philadelphia 76ers,20180203,25
Philadelphia 76ers,20180202,25
Philadelphia 76ers,20180131,24
Philadelphia 76ers,20180129,24
Philadelphia 76ers,20180128,24
Philadelphia 76ers,20180126,24
Philadelphia 76ers,20180124,23
Philadelphia 76ers,20180122,22
Philadelphia 76ers,20180120,22
Philadelphia 76ers,20180118,21
Philadelphia 76ers,20180115,20
Philadelphia 76ers,20180111,19
Philadelphia 76ers,20180105,19
Philadelphia 76ers,20180103,18
Philadelphia 76ers,20171231,17
Philadelphia 76ers,20171230,16
Philadelphia 76ers,20171228,15
Philadelphia 76ers,20171225,15
Philadelphia 76ers,20171223,14
Philadelphia 76ers,20171221,14
Philadelphia 76ers,20171219,14
Philadelphia 76ers,20171218,14
Philadelphia 76ers,20171215,14
Philadelphia 76ers,20171212,14
Philadelphia 76ers,20171210,13
Philadelphia 76ers,20171209,13
Philadelphia 76ers,20171207,13
Philadelphia 76ers,20171204,13
Philadelphia 76ers,20171202,13
Philadelphia 76ers,20171130,12
Philadelphia 76ers,20171129,12
Philadelphia 76ers,20171127,11
Philadelphia 76ers,20171125,11
Philadelphia 76ers,20171122,10
Philadelphia 76ers,20171120,9
Philadelphia 76ers,20171118,8
Philadelphia 76ers,20171115,8
Philadelphia 76ers,20171113,7
Philadelphia 76ers,20171111,6
Philadelphia 76ers,20171109,6
Philadelphia 76ers,20171107,6
Philadelphia 76ers,20171103,5
Philadelphia 76ers,20171101,4
Philadelphia 76ers,20171030,3
Philadelphia 76ers,20171028,2
Philadelphia 76ers,20171025,1
Philadelphia 76ers,20171023,1
Philadelphia 76ers,20171021,0
Philadelphia 76ers,20171020,0
Philadelphia 76ers,20171018,0
Phoenix Suns,20180410,21
Phoenix Suns,20180408,20
Phoenix Suns,20180406,20
Phoenix Suns,20180403,20
Phoenix Suns,20180401,19
Phoenix Suns,20180330,19
Phoenix Suns,20180328,19
Phoenix Suns,20180326,19
Phoenix Suns,20180324,19
Phoenix Suns,20180323,19
Phoenix Suns,20180320,19
Phoenix Suns,20180317,19
Phoenix Suns,20180315,19
Phoenix Suns,20180313,19
Phoenix Suns,20180310,19
Phoenix Suns,20180308,19
Phoenix Suns,20180305,19
Phoenix Suns,20180304,19
Phoenix Suns,20180302,19
Phoenix Suns,20180228,19
Phoenix Suns,20180226,18
Phoenix Suns,20180224,18
Phoenix Suns,20180223,18
Phoenix Suns,20180214,18
Phoenix Suns,20180212,18
Phoenix Suns,20180210,18
Phoenix Suns,20180207,18
Phoenix Suns,20180206,18
Phoenix Suns,20180204,18
Phoenix Suns,20180202,18
Phoenix Suns,20180131,18
Phoenix Suns,20180129,17
Phoenix Suns,20180128,17
Phoenix Suns,20180126,17
Phoenix Suns,20180124,17
Phoenix Suns,20180122,17
Phoenix Suns,20180119,17
Phoenix Suns,20180116,16
Phoenix Suns,20180114,16
Phoenix Suns,20180112,16
Phoenix Suns,20180107,16
Phoenix Suns,20180105,15
Phoenix Suns,20180103,15
Phoenix Suns,20180102,15
Phoenix Suns,20171231,14
Phoenix Suns,20171229,14
Phoenix Suns,20171226,13
Phoenix Suns,20171223,12
Phoenix Suns,20171221,12
Phoenix Suns,20171220,11
Phoenix Suns,20171218,11
Phoenix Suns,20171216,10
Phoenix Suns,20171213,9
Phoenix Suns,20171212,9
Phoenix Suns,20171209,9
Phoenix Suns,20171207,9
Phoenix Suns,20171205,9
Phoenix Suns,20171204,9
Phoenix Suns,20171202,8
Phoenix Suns,20171129,8
Phoenix Suns,20171128,8
Phoenix Suns,20171126,7
Phoenix Suns,20171124,7
Phoenix Suns,20171122,7
Phoenix Suns,20171119,7
Phoenix Suns,20171117,6
Phoenix Suns,20171116,5
Phoenix Suns,20171113,5
Phoenix Suns,20171111,5
Phoenix Suns,20171110,4
Phoenix Suns,20171108,4
Phoenix Suns,20171106,4
Phoenix Suns,20171105,4
Phoenix Suns,20171103,4
Phoenix Suns,20171101,4
Phoenix Suns,20171031,3
Phoenix Suns,20171028,2
Phoenix Suns,20171025,2
Phoenix Suns,20171023,1
Phoenix Suns,20171021,0
Phoenix Suns,20171020,0
Phoenix Suns,20171018,0
Portland Trailblazers,20180411,49
Portland Trailblazers,20180409,48
Portland Trailblazers,20180407,48
Portland Trailblazers,20180405,48
Portland Trailblazers,20180403,48
Portland Trailblazers,20180401,48
Portland Trailblazers,20180330,47
Portland Trailblazers,20180328,46
Portland Trailblazers,20180327,46
Portland Trailblazers,20180325,45
Portland Trailblazers,20180323,44
Portland Trailblazers,20180320,44
Portland Trailblazers,20180318,44
Portland Trailblazers,20180317,43
Portland Trailblazers,20180315,42
Portland Trailblazers,20180312,41
Portland Trailblazers,20180309,40
Portland Trailblazers,20180306,39
Portland Trailblazers,20180305,38
Portland Trailblazers,20180303,37
Portland Trailblazers,20180301,36
Portland Trailblazers,20180227,35
Portland Trailblazers,20180224,34
Portland Trailblazers,20180223,33
Portland Trailblazers,20180214,32
Portland Trailblazers,20180211,31
Portland Trailblazers,20180209,31
Portland Trailblazers,20180208,30
Portland Trailblazers,20180205,29
Portland Trailblazers,20180204,29
Portland Trailblazers,20180202,29
Portland Trailblazers,20180131,29
Portland Trailblazers,20180130,28
Portland Trailblazers,20180126,27
Portland Trailblazers,20180124,26
Portland Trailblazers,20180122,25
Portland Trailblazers,20180120,25
Portland Trailblazers,20180118,24
Portland Trailblazers,20180116,23
Portland Trailblazers,20180114,22
Portland Trailblazers,20180112,22
Portland Trailblazers,20180110,22
Portland Trailblazers,20180109,22
Portland Trailblazers,20180107,21
Portland Trailblazers,20180105,20
Portland Trailblazers,20180102,19
Portland Trailblazers,20180101,19
Portland Trailblazers,20171230,18
Portland Trailblazers,20171228,18
Portland Trailblazers,20171223,17
Portland Trailblazers,20171222,16
Portland Trailblazers,20171220,16
Portland Trailblazers,20171218,16
Portland Trailblazers,20171216,16
Portland Trailblazers,20171215,15
Portland Trailblazers,20171213,14
Portland Trailblazers,20171211,13
Portland Trailblazers,20171209,13
Portland Trailblazers,20171205,13
Portland Trailblazers,20171202,13
Portland Trailblazers,20171130,13
Portland Trailblazers,20171127,13
Portland Trailblazers,20171125,12
Portland Trailblazers,20171124,11
Portland Trailblazers,20171122,10
Portland Trailblazers,20171120,10
Portland Trailblazers,20171118,9
Portland Trailblazers,20171117,8
Portland Trailblazers,20171115,8
Portland Trailblazers,20171113,7
Portland Trailblazers,20171110,6
Portland Trailblazers,20171107,6
Portland Trailblazers,20171105,6
Portland Trailblazers,20171102,5
Portland Trailblazers,20171101,4
Portland Trailblazers,20171030,4
Portland Trailblazers,20171028,4
Portland Trailblazers,20171026,3
Portland Trailblazers,20171024,3
Portland Trailblazers,20171021,2
Portland Trailblazers,20171020,2
Portland Trailblazers,20171018,1
Sacramento Kings,20180411,27
Sacramento Kings,20180409,26
Sacramento Kings,20180406,26
Sacramento Kings,20180403,25
Sacramento Kings,20180401,25
Sacramento Kings,20180331,24
Sacramento Kings,20180329,24
Sacramento Kings,20180327,24
Sacramento Kings,20180325,24
Sacramento Kings,20180322,24
Sacramento Kings,20180319,23
Sacramento Kings,20180317,23
Sacramento Kings,20180316,23
Sacramento Kings,20180314,22
Sacramento Kings,20180312,21
Sacramento Kings,20180311,21
Sacramento Kings,20180309,21
Sacramento Kings,20180307,20
Sacramento Kings,20180304,20
Sacramento Kings,20180303,19
Sacramento Kings,20180301,19
Sacramento Kings,20180227,18
Sacramento Kings,20180226,18
Sacramento Kings,20180224,18
Sacramento Kings,20180222,18
Sacramento Kings,20180214,18
Sacramento Kings,20180213,18
Sacramento Kings,20180211,17
Sacramento Kings,20180209,17
Sacramento Kings,20180205,17
Sacramento Kings,20180203,16
Sacramento Kings,20180202,16
Sacramento Kings,20180130,16
Sacramento Kings,20180128,15
Sacramento Kings,20180125,15
Sacramento Kings,20180123,14
Sacramento Kings,20180122,13
Sacramento Kings,20180119,13
Sacramento Kings,20180117,13
Sacramento Kings,20180115,13
Sacramento Kings,20180113,13
Sacramento Kings,20180111,13
Sacramento Kings,20180109,13
Sacramento Kings,20180108,13
Sacramento Kings,20180106,13
Sacramento Kings,20180102,12
Sacramento Kings,20171231,12
Sacramento Kings,20171229,12
Sacramento Kings,20171227,12
Sacramento Kings,20171226,11
Sacramento Kings,20171223,11
Sacramento Kings,20171220,11
Sacramento Kings,20171219,10
Sacramento Kings,20171217,9
Sacramento Kings,20171214,9
Sacramento Kings,20171212,9
Sacramento Kings,20171210,8
Sacramento Kings,20171208,8
Sacramento Kings,20171206,7
Sacramento Kings,20171202,7
Sacramento Kings,20171201,7
Sacramento Kings,20171128,6
Sacramento Kings,20171127,6
Sacramento Kings,20171125,5
Sacramento Kings,20171122,5
Sacramento Kings,20171120,4
Sacramento Kings,20171118,4
Sacramento Kings,20171117,4
Sacramento Kings,20171115,3
Sacramento Kings,20171113,3
Sacramento Kings,20171111,3
Sacramento Kings,20171109,3
Sacramento Kings,20171107,2
Sacramento Kings,20171104,1
Sacramento Kings,20171101,1
Sacramento Kings,20171031,1
Sacramento Kings,20171029,1
Sacramento Kings,20171026,1
Sacramento Kings,20171023,1
Sacramento Kings,20171021,1
Sacramento Kings,20171020,1
Sacramento Kings,20171018,0
San Antonio Spurs,20180411,47
San Antonio Spurs,20180409,47
San Antonio Spurs,20180407,46
San Antonio Spurs,20180404,45
San Antonio Spurs,20180403,45
San Antonio Spurs,20180401,45
San Antonio Spurs,20180329,44
San Antonio Spurs,20180327,43
San Antonio Spurs,20180325,43
San Antonio Spurs,20180323,43
San Antonio Spurs,20180321,42
San Antonio Spurs,20180319,41
San Antonio Spurs,20180317,40
San Antonio Spurs,20180315,39
San Antonio Spurs,20180313,38
San Antonio Spurs,20180312,37
San Antonio Spurs,20180310,37
San Antonio Spurs,20180308,37
San Antonio Spurs,20180305,37
San Antonio Spurs,20180303,36
San Antonio Spurs,20180228,36
San Antonio Spurs,20180225,36
San Antonio Spurs,20180223,35
San Antonio Spurs,20180213,35
San Antonio Spurs,20180212,35
San Antonio Spurs,20180210,35
San Antonio Spurs,20180207,35
San Antonio Spurs,20180203,34
San Antonio Spurs,20180201,34
San Antonio Spurs,20180130,34
San Antonio Spurs,20180128,33
San Antonio Spurs,20180126,32
San Antonio Spurs,20180124,32
San Antonio Spurs,20180123,31
San Antonio Spurs,20180121,30
San Antonio Spurs,20180119,30
San Antonio Spurs,20180117,30
San Antonio Spurs,20180115,29
San Antonio Spurs,20180113,29
San Antonio Spurs,20180111,28
San Antonio Spurs,20180108,28
San Antonio Spurs,20180107,27
San Antonio Spurs,20180105,27
San Antonio Spurs,20180103,26
San Antonio Spurs,20180102,26
San Antonio Spurs,20171230,25
San Antonio Spurs,20171228,25
San Antonio Spurs,20171226,24
San Antonio Spurs,20171223,23
San Antonio Spurs,20171221,22
San Antonio Spurs,20171220,22
San Antonio Spurs,20171218,21
San Antonio Spurs,20171216,20
San Antonio Spurs,20171215,19
San Antonio Spurs,20171212,19
San Antonio Spurs,20171209,19
San Antonio Spurs,20171208,18
San Antonio Spurs,20171206,17
San Antonio Spurs,20171204,16
San Antonio Spurs,20171203,15
San Antonio Spurs,20171201,15
San Antonio Spurs,20171129,14
San Antonio Spurs,20171127,13
San Antonio Spurs,20171125,12
San Antonio Spurs,20171122,11
San Antonio Spurs,20171120,11
San Antonio Spurs,20171117,10
San Antonio Spurs,20171115,9
San Antonio Spurs,20171114,9
San Antonio Spurs,20171111,8
San Antonio Spurs,20171110,7
San Antonio Spurs,20171107,7
San Antonio Spurs,20171105,6
San Antonio Spurs,20171103,5
San Antonio Spurs,20171102,4
San Antonio Spurs,20171030,4
San Antonio Spurs,20171029,4
San Antonio Spurs,20171027,4
San Antonio Spurs,20171025,4
San Antonio Spurs,20171023,3
San Antonio Spurs,20171021,2
San Antonio Spurs,20171018,1
Toronto Raptors,20180411,59
Toronto Raptors,20180409,59
Toronto Raptors,20180408,58
Toronto Raptors,20180406,57
Toronto Raptors,20180404,56
Toronto Raptors,20180403,55
Toronto Raptors,20180331,55
Toronto Raptors,20180327,55
Toronto Raptors,20180325,54
Toronto Raptors,20180323,54
Toronto Raptors,20180321,53
Toronto Raptors,20180320,53
Toronto Raptors,20180318,52
Toronto Raptors,20180316,52
Toronto Raptors,20180315,51
Toronto Raptors,20180313,50
Toronto Raptors,20180311,49
Toronto Raptors,20180309,48
Toronto Raptors,20180307,47
Toronto Raptors,20180306,46
Toronto Raptors,20180304,45
Toronto Raptors,20180302,44
Toronto Raptors,20180228,43
Toronto Raptors,20180226,42
Toronto Raptors,20180223,41
Toronto Raptors,20180214,41
Toronto Raptors,20180213,40
Toronto Raptors,20180211,39
Toronto Raptors,20180208,38
Toronto Raptors,20180206,37
Toronto Raptors,20180204,36
Toronto Raptors,20180202,35
Toronto Raptors,20180201,34
Toronto Raptors,20180130,34
Toronto Raptors,20180128,33
Toronto Raptors,20180126,32
Toronto Raptors,20180124,32
Toronto Raptors,20180120,31
Toronto Raptors,20180119,31
Toronto Raptors,20180117,30
Toronto Raptors,20180115,29
Toronto Raptors,20180113,29
Toronto Raptors,20180111,29
Toronto Raptors,20180109,28
Toronto Raptors,20180108,28
Toronto Raptors,20180105,27
Toronto Raptors,20180103,26
Toronto Raptors,20180101,25
Toronto Raptors,20171229,24
Toronto Raptors,20171227,23
Toronto Raptors,20171226,23
Toronto Raptors,20171223,23
Toronto Raptors,20171221,22
Toronto Raptors,20171220,21
Toronto Raptors,20171217,20
Toronto Raptors,20171215,19
Toronto Raptors,20171213,18
Toronto Raptors,20171211,17
Toronto Raptors,20171210,17
Toronto Raptors,20171208,16
Toronto Raptors,20171205,15
Toronto Raptors,20171201,14
Toronto Raptors,20171129,13
Toronto Raptors,20171125,12
Toronto Raptors,20171124,11
Toronto Raptors,20171122,11
Toronto Raptors,20171119,11
Toronto Raptors,20171117,10
Toronto Raptors,20171115,9
Toronto Raptors,20171114,8
Toronto Raptors,20171112,7
Toronto Raptors,20171109,7
Toronto Raptors,20171107,6
Toronto Raptors,20171105,5
Toronto Raptors,20171103,5
Toronto Raptors,20171101,4
Toronto Raptors,20171030,4
Toronto Raptors,20171027,3
Toronto Raptors,20171025,2
Toronto Raptors,20171023,2
Toronto Raptors,20171021,2
Toronto Raptors,20171019,1
Utah Jazz,20180411,48
Utah Jazz,20180410,48
Utah Jazz,20180408,47
Utah Jazz,20180405,46
Utah Jazz,20180403,45
Utah Jazz,20180401,44
Utah Jazz,20180330,43
Utah Jazz,20180328,42
Utah Jazz,20180325,42
Utah Jazz,20180323,41
Utah Jazz,20180322,41
Utah Jazz,20180320,40
Utah Jazz,20180317,40
Utah Jazz,20180315,39
Utah Jazz,20180313,38
Utah Jazz,20180311,37
Utah Jazz,20180309,36
Utah Jazz,20180307,35
Utah Jazz,20180305,34
Utah Jazz,20180303,33
Utah Jazz,20180302,32
Utah Jazz,20180226,31
Utah Jazz,20180224,31
Utah Jazz,20180223,30
Utah Jazz,20180214,30
Utah Jazz,20180212,29
Utah Jazz,20180211,28
Utah Jazz,20180209,27
Utah Jazz,20180207,26
Utah Jazz,20180205,25
Utah Jazz,20180203,24
Utah Jazz,20180202,23
Utah Jazz,20180130,22
Utah Jazz,20180126,21
Utah Jazz,20180124,20
Utah Jazz,20180122,19
Utah Jazz,20180120,19
Utah Jazz,20180119,18
Utah Jazz,20180117,18
Utah Jazz,20180115,17
Utah Jazz,20180112,17
Utah Jazz,20180110,17
Utah Jazz,20180107,16
Utah Jazz,20180105,16
Utah Jazz,20180103,16
Utah Jazz,20171230,16
Utah Jazz,20171227,15
Utah Jazz,20171226,15
Utah Jazz,20171223,15
Utah Jazz,20171221,15
Utah Jazz,20171220,14
Utah Jazz,20171218,14
Utah Jazz,20171216,14
Utah Jazz,20171215,14
Utah Jazz,20171213,13
Utah Jazz,20171209,13
Utah Jazz,20171207,13
Utah Jazz,20171205,13
Utah Jazz,20171204,13
Utah Jazz,20171201,12
Utah Jazz,20171130,11
Utah Jazz,20171128,10
Utah Jazz,20171125,9
Utah Jazz,20171122,8
Utah Jazz,20171120,7
Utah Jazz,20171118,7
Utah Jazz,20171117,6
Utah Jazz,20171115,6
Utah Jazz,20171113,6
Utah Jazz,20171111,6
Utah Jazz,20171110,5
Utah Jazz,20171107,5
Utah Jazz,20171105,5
Utah Jazz,20171103,5
Utah Jazz,20171101,5
Utah Jazz,20171030,4
Utah Jazz,20171028,3
Utah Jazz,20171025,2
Utah Jazz,20171024,2
Utah Jazz,20171021,2
Utah Jazz,20171020,1
Utah Jazz,20171018,1
Washington Wizards,20180411,43
Washington Wizards,20180410,43
Washington Wizards,20180406,42
Washington Wizards,20180405,42
Washington Wizards,20180403,42
Washington Wizards,20180401,42
Washington Wizards,20180331,42
Washington Wizards,20180329,41
Washington Wizards,20180327,41
Washington Wizards,20180325,40
Washington Wizards,20180323,40
Washington Wizards,20180321,40
Washington Wizards,20180317,40
Washington Wizards,20180314,39
Washington Wizards,20180313,38
Washington Wizards,20180310,38
Washington Wizards,20180309,38
Washington Wizards,20180306,37
Washington Wizards,20180304,36
Washington Wizards,20180302,36
Washington Wizards,20180228,36
Washington Wizards,20180227,36
Washington Wizards,20180225,35
Washington Wizards,20180223,34
Washington Wizards,20180222,34
Washington Wizards,20180214,33
Washington Wizards,20180210,32
Washington Wizards,20180208,31
Washington Wizards,20180206,31
Washington Wizards,20180205,31
Washington Wizards,20180203,30
Washington Wizards,20180201,29
Washington Wizards,20180130,28
Washington Wizards,20180127,27
Washington Wizards,20180125,26
Washington Wizards,20180122,26
Washington Wizards,20180119,26
Washington Wizards,20180117,25
Washington Wizards,20180115,25
Washington Wizards,20180113,25
Washington Wizards,20180112,24
Washington Wizards,20180110,23
Washington Wizards,20180106,23
Washington Wizards,20180105,23
Washington Wizards,20180103,22
Washington Wizards,20171231,21
Washington Wizards,20171229,20
Washington Wizards,20171227,19
Washington Wizards,20171225,19
Washington Wizards,20171223,18
Washington Wizards,20171222,17
Washington Wizards,20171219,17
Washington Wizards,20171217,16
Washington Wizards,20171215,16
Washington Wizards,20171213,15
Washington Wizards,20171212,14
Washington Wizards,20171209,14
Washington Wizards,20171207,14
Washington Wizards,20171205,13
Washington Wizards,20171204,12
Washington Wizards,20171201,12
Washington Wizards,20171129,11
Washington Wizards,20171128,11
Washington Wizards,20171125,10
Washington Wizards,20171122,10
Washington Wizards,20171120,10
Washington Wizards,20171119,9
Washington Wizards,20171117,9
Washington Wizards,20171115,9
Washington Wizards,20171113,8
Washington Wizards,20171111,7
Washington Wizards,20171109,6
Washington Wizards,20171107,5
Washington Wizards,20171105,5
Washington Wizards,20171103,4
Washington Wizards,20171101,4
Washington Wizards,20171029,4
Washington Wizards,20171027,3
Washington Wizards,20171025,3
Washington Wizards,20171023,3
Washington Wizards,20171020,2
Washington Wizards,20171018,1
